campaign_id,campaign_name,channel_id,campaign_manager,start_date,end_date,budget,campaign_type,target_segment,target_country
575,Retarget Retention Push 2022,14,Jennifer Obrien,2019-06-30,2019-09-02,974.46,Retention,New,South Africa
576,Prospecting Retention Campaign 2023,7,Mary Rodriguez,2024-08-30,2024-10-20,4107.34,Retention,All,Spain
577,BlackFriday Acquisition Sale 2021,3,Mary Rodriguez,2022-11-30,2022-09-05,3049.26,Acquisition,At-Risk,Italy
578,Clearance Brand Drive 2019,14,Alexis Hale,2020-12-01,2021-01-11,2706.4,Brand,Churned,Japan
579,Winter Retention Push 2022,8,Angela Dillon,2023-09-25,2023-10-09,5218.21,Retention,All,India
580,Summer Awareness Campaign 2023,6,Mary Rodriguez,2020-05-11,2020-05-31,11239.9,Awareness,Churned,Japan
581,Clearance Brand Promo 2024,9,Mark Harris,2020-10-09,2020-11-01,1950.11,Brand,Returning,United Arab Emirates
582,Holiday Conversion Promo 2020,14,Anthony Rasmussen,2019-04-12,2019-05-28,7105.21,Conversion,All,Italy
583,Launch Retention Push 2022,15,David Zuniga,2022-04-28,2022-05-24,4617.33,Retention,New,United Arab Emirates
584,BlackFriday Retention Drive 2024,13,Isaiah Hall Jr.,2022-03-13,2022-05-04,6189.43,Retention,Returning,Egypt
585,spring brand sale 2024,5,,2023-02-11,2023-03-25,7446.8,Brand,VIP,Global
586,Winter Awareness Sale 2023,14,Hunter Woods,2020-05-23,2020-08-16,2366.92,Awareness,At-Risk,India
587,Winter Brand Drive 2020,9,Mark Harris,2019-08-08,2019-10-13,6560.71,Brand,Returning,United States
588,Holiday Retention Promo 2019,14,Connie Costa,2020-08-08,2020-06-19,23985.3,Retention,All,Philippines
589,Launch Conversion Drive 2020,13,,2019-03-01,2019-03-30,393.77,Conversion,All,Canada
590,  BlackFriday Brand Drive 2021  ,9,Miguel Johnston,2021-05-03,2021-07-02,2994.99,Brand,Churned,United States
591,BlackFriday Retention Sale 2024,7,James Smith,2023-05-21,2023-06-09,4829.73,Retention,New,United Kingdom
592,Spring Awareness Promo 2019,3,Gloria Keller,2020-08-01,2020-09-02,8922.56,Awareness,All,Mexico
593,Holiday Acquisition Sale 2020,2,David Zuniga,2021-06-28,2021-08-25,499.2,Acquisition,New,Japan
594,Flash Brand Sale 2020,10,Rebecca Prince,2019-05-28,2019-07-04,395.3,Brand,At-Risk,France
595,Flash Brand Sale 2022,2,,2019-10-20,2019-11-21,539.5,Brand,Returning,United Kingdom
596,Winter Acquisition Drive 2023,12,Mark Morgan,2023-12-05,2024-02-20,1289.14,Acquisition,Churned,Indonesia
597,,10,,2024-06-07,2024-07-19,406.39,Awareness,New,United States
598,Clearance Conversion Sale 2020,4,Julie Clark,2021-12-03,2021-12-23,11765.64,Conversion,All,Nigeria
599,Loyalty Awareness Campaign 2020,12,Nicholas Gordon,2021-12-03,2022-03-03,5060.23,Awareness,Churned,Italy
600,Retarget Awareness Campaign 2023,1,Donna Nelson,2024-09-25,2024-10-21,46211.5,Awareness,VIP,Indonesia
601,Prospecting Awareness Drive 2019,13,Jon Thomas,2020-06-19,2020-07-08,4623.2,Awareness,Churned,Global
602,Launch Retention Promo 2021,5,Scott Taylor,2024-09-26,2024-11-18,2321.72,Retention,New,Global
603,,2,Charles Torres,2022-04-05,2022-05-10,17219.09,Awareness,VIP,South Africa
604,Summer Awareness Campaign 2020,3,Mary Rodriguez,2019-01-06,2019-02-03,2702.51,Awareness,Churned,South Africa
605,Launch Retention Sale 2024,11,Kimberly Jensen,2023-08-04,2023-08-28,5205.69,Retention,At-Risk,Indonesia
606,Prospecting Awareness Push 2021,13,Kevin Morris,2024-03-09,2024-03-30,13557.91,Awareness,At-Risk,Germany
607,LAUNCH AWARENESS DRIVE 2022,7,David Zuniga,2019-12-12,2020-03-06,11140.18,Awareness,At-Risk,France
608,RETARGET ACQUISITION DRIVE 2022,3,Donna Nelson,2023-09-25,2023-12-16,3662.52,Acquisition,All,Spain
609,Clearance Retention Sale 2023,5,Dominic Bennett,2019-06-15,2019-07-17,6489.94,Retention,At-Risk,United Arab Emirates
610,Summer Acquisition Campaign 2019,14,Donna Nelson,2020-04-09,2020-06-08,1666.69,Acquisition,Churned,Germany
611,Spring Awareness Promo 2022,15,Rachel Wright,2021-12-19,2021-12-27,611.59,Awareness,All,Saudi Arabia
612,Clearance Conversion Drive 2019,6,Levi Stewart,2021-03-04,2021-03-12,4973.47,Conversion,Returning,Global
613,Holiday Conversion Push 2021,5,Sandra Ayala,2019-03-09,2019-05-05,1912.82,Conversion,Returning,Australia
614,Flash Awareness Drive 2019,14,Levi Stewart,2022-09-17,2022-11-12,729.16,Awareness,Churned,Spain
615,,9,Jennifer Obrien,2020-06-03,2020-08-09,3976.85,Conversion,New,Spain
616,Retarget Retention Promo 2020,13,,2019-08-03,2019-10-04,2281.5,Retention,Churned,Germany
617,NewYear Brand Push 2022,4,,2019-11-25,2020-01-12,307.1,Brand,New,Germany
618,BlackFriday Retention Push 2020,14,Felicia Henry,2019-06-08,2019-06-24,38958.53,Retention,New,Nigeria
619,Holiday Awareness Push 2021,15,Rachel Dickerson,2020-02-26,2020-03-09,18619.11,Awareness,All,South Africa
620,,13,Alexis Hale,2023-10-25,2023-11-28,5325.03,Conversion,All,Germany
621,Holiday Brand Drive 2020,10,Debra Smith,2021-05-03,2021-06-15,6892.59,Brand,Churned,Japan
622,Holiday Awareness Sale 2019,9,Jeffrey Herring,2023-07-01,2023-08-15,7179.27,Awareness,New,Italy
623,Summer Awareness Promo 2024,10,,2020-04-13,2020-05-19,11524.07,Awareness,New,France
624,Winter Conversion Campaign 2022,2,Kimberly Jensen,2019-05-24,2019-07-16,60215.51,Conversion,All,Saudi Arabia
625,Flash Conversion Push 2019,7,Connie Costa,2023-07-18,2023-10-11,1245.4,Conversion,VIP,Brazil
626,Winter Brand Sale 2022,5,,2022-07-06,2022-08-23,10424.58,Brand,New,Germany
627,Clearance Conversion Campaign 2024,15,Jon Thomas,2020-01-19,2020-02-14,1165.82,Conversion,At-Risk,South Africa
628,Flash Brand Sale 2021,14,Hannah Matthews,2019-12-29,2020-03-05,27001.62,Brand,Returning,Saudi Arabia
629,Prospecting Conversion Sale 2023,6,Debra Smith,2019-04-09,2019-06-24,23632.53,Conversion,New,Netherlands
630,NewYear Retention Sale 2020,15,Debra Smith,2020-06-12,2020-07-18,2124.48,Retention,Churned,Egypt
631,Clearance Brand Drive 2024,13,Yvette House,2022-04-01,2022-05-21,17133.28,Brand,VIP,Mexico
632,Retarget Retention Sale 2022,3,,2024-05-31,2024-08-22,1704.28,Retention,At-Risk,Australia
633,Summer Retention Push 2020,4,Samuel Smith,2021-11-11,2021-12-25,9016.58,Retention,At-Risk,Egypt
634,Flash Conversion Campaign 2021,13,Kevin Morris,2019-03-17,2019-04-11,2181.88,Conversion,New,Egypt
635,,2,Kevin Morris,2019-08-31,2019-10-03,5143.0,Retention,New,South Africa
636,NewYear Awareness Campaign 2019,8,,2022-09-07,2022-10-17,5238.61,Awareness,All,Nigeria
637,Clearance Acquisition Sale 2021,9,Sandra Ayala,2022-07-30,2022-08-18,9430.43,Acquisition,At-Risk,United Arab Emirates
638,Launch Acquisition Sale 2024,5,Jason Fletcher,2024-04-23,2024-05-23,1354.16,Acquisition,At-Risk,Japan
639,BlackFriday Awareness Drive 2022,14,,2024-08-11,2024-09-28,6637.88,Awareness,All,Netherlands
640,Flash Acquisition Sale 2023,11,Robert Massey,2019-07-31,2019-10-18,525.09,Acquisition,Returning,United Arab Emirates
641,retarget retention drive 2024,5,,2023-07-30,2023-08-24,4831.63,Retention,At-Risk,Australia
642,BlackFriday Brand Sale 2020,9,Mark Morgan,2021-11-16,2022-01-15,5943.81,Brand,At-Risk,Mexico
643,Clearance Awareness Campaign 2022,3,Eric Smith MD,2020-11-22,2020-12-25,4771.86,Awareness,Returning,Nigeria
644,NewYear Acquisition Push 2019,2,Elizabeth Hill,2024-05-07,2024-07-23,21235.63,Acquisition,At-Risk,Nigeria
645,NewYear Acquisition Drive 2021,7,,2023-02-16,2023-03-22,517.43,Acquisition,Churned,Italy
646,clearance brand drive 2020,12,Anthony Rasmussen,2019-01-30,2019-03-30,15930.93,Brand,All,United States
647,Launch Conversion Drive 2024,13,Jennifer Obrien,2023-02-19,2023-05-12,1995.0,Conversion,All,Brazil
648,Prospecting Awareness Promo 2023,3,Jason Fletcher,2023-01-31,2023-03-26,569.66,Awareness,Returning,Mexico
649,Summer Conversion Drive 2022,1,Caitlin Edwards,2022-11-18,2023-02-10,5757.06,Conversion,Returning,Nigeria
650,Flash Brand Sale 2022,4,Tammy Bell,2022-10-12,2022-11-29,17512.23,Brand,Churned,Netherlands
651,Summer Conversion Promo 2019,7,,2023-06-13,2023-09-11,10474.78,Conversion,All,United Arab Emirates
652,Summer Retention Campaign 2024,7,,2019-06-21,2019-09-12,7559.45,Retention,At-Risk,Nigeria
653,NewYear Conversion Promo 2021,12,Robert Massey,2021-09-27,2021-11-28,9645.51,Conversion,New,Philippines
654,Holiday Awareness Drive 2022,12,Jon Thomas,2024-02-21,2024-03-17,22389.5,Awareness,Returning,Nigeria
655,,4,Kevin Morris,2023-12-27,2024-01-29,8858.94,Retention,Returning,United Kingdom
656,Spring Acquisition Push 2022,12,Kimberly Jensen,2024-03-24,2024-04-13,13408.39,Acquisition,New,Canada
657,NewYear Retention Campaign 2021,14,Angel Kent,2023-11-09,2024-02-01,1896.36,Retention,New,Nigeria
658,Spring Retention Sale 2020,2,Jason Fletcher,2020-01-12,2020-02-25,6487.9,Retention,Returning,Indonesia
659,NewYear Brand Sale 2022,15,Samuel Smith,2020-09-27,2020-11-07,1984.68,Brand,Churned,Spain
660,Holiday Brand Sale 2020,10,Rachel Dickerson,2020-10-29,2020-11-27,4374.06,Brand,New,Italy
661,Holiday Awareness Drive 2019,10,Alexis Hale,2020-05-30,2020-06-28,4958.57,Awareness,Returning,United States
662,Prospecting Acquisition Campaign 2021,15,,2024-11-11,2025-01-27,28489.03,Acquisition,New,Germany
663,,15,John Lopez,2023-10-31,2023-08-22,6646.14,Conversion,New,United Kingdom
664,Summer Brand Sale 2024,7,Mark Morgan,2022-01-07,2022-03-14,2943.95,Brand,New,India
665,Flash Awareness Push 2023,13,,2023-08-09,2023-08-21,11267.8,Awareness,VIP,United States
666,Loyalty Conversion Push 2021,1,,2019-09-03,2019-10-03,1368.8,Conversion,At-Risk,Netherlands
667,BlackFriday Conversion Campaign 2019,3,Willie Bowers,2024-05-27,2024-07-01,1287.85,Conversion,New,Netherlands
668,BlackFriday Brand Campaign 2019,3,,2020-11-06,2020-12-13,11251.61,Brand,Churned,United States
669,Loyalty Acquisition Sale 2022,9,Isaiah Hall Jr.,2023-04-03,2023-05-30,2745.54,Acquisition,VIP,Mexico
670,NewYear Acquisition Drive 2019,1,Elizabeth Hill,2020-10-19,2021-01-12,3096.49,Acquisition,Churned,United Arab Emirates
671,Holiday Brand Drive 2022,2,Connie Costa,2022-08-30,2022-09-22,4538.67,Brand,At-Risk,Australia
672,Spring Retention Drive 2023,13,Scott Taylor,2019-09-03,2019-09-21,3739.67,Retention,Returning,Philippines
673,Holiday Retention Promo 2024,2,,2024-10-10,2024-10-23,7149.19,Retention,VIP,Philippines
674,Summer Retention Push 2021,14,Caitlin Edwards,2019-05-07,2019-07-08,6887.23,Retention,All,Italy
675,Retarget Retention Promo 2019,8,,2023-03-27,2023-04-24,2266.01,Retention,At-Risk,Australia
676,NewYear Conversion Push 2020,9,Angela Dillon,2022-04-08,2022-06-16,7715.06,Conversion,VIP,Indonesia
677,NewYear Brand Sale 2020,12,,2019-01-24,2019-01-31,11152.93,Brand,Churned,Saudi Arabia
678,Summer Conversion Campaign 2019,7,Isaiah Hall Jr.,2021-11-08,2022-01-17,2042.18,Conversion,VIP,Italy
679,Spring Awareness Sale 2022,14,,2022-02-25,2022-03-05,31410.76,Awareness,All,Germany
680,Loyalty Acquisition Sale 2019,10,Robert Massey,2020-02-07,2020-03-08,15029.76,Acquisition,New,Egypt
681,Holiday Conversion Drive 2021,13,,2019-03-13,2019-04-24,2500.04,Conversion,VIP,Saudi Arabia
682,Loyalty Awareness Push 2019,10,,2020-07-04,2020-07-31,18445.0,Awareness,VIP,India
683,Spring Acquisition Sale 2021,4,Robert Massey,2019-04-11,2019-05-19,2946.95,Acquisition,VIP,Canada
684,NewYear Acquisition Promo 2021,1,James Smith,2020-05-28,2020-06-11,9341.13,Acquisition,New,Indonesia
685,NewYear Acquisition Promo 2020,15,Charles Torres,2024-11-12,2024-11-23,16195.22,Acquisition,Returning,Spain
686,Launch Brand Drive 2023,10,Samuel Smith,2023-04-03,2023-05-06,7393.38,Brand,Churned,India
687,Holiday Acquisition Push 2020,13,Samuel Smith,2019-01-21,2019-02-28,2579.95,Acquisition,At-Risk,Australia
688,Spring Retention Sale 2019,10,,2024-02-23,2024-05-08,2171.04,Retention,New,Egypt
689,Retarget Brand Push 2022,10,David Zuniga,2024-07-09,2024-08-01,5176.38,Brand,VIP,Mexico
690,Loyalty Acquisition Sale 2020,2,Mark Morgan,2020-03-12,2020-04-30,5495.15,Acquisition,Churned,Spain
691,Loyalty Brand Drive 2023,6,Debra Smith,2022-09-17,2022-10-01,4234.37,Brand,New,France
692,Flash Retention Push 2023,4,Daniel Bridges,2022-05-12,2022-07-19,1387.15,Retention,At-Risk,Japan
693,BlackFriday Conversion Push 2019,10,Daniel Bridges,2019-09-04,2019-09-12,2514.34,Conversion,At-Risk,Australia
694,  Retarget Conversion Sale 2020  ,10,Willie Bowers,2023-12-15,2024-01-17,40635.34,Conversion,At-Risk,United Arab Emirates
695,Loyalty Awareness Push 2021,10,Richard White,2019-12-29,2020-02-24,18432.69,Awareness,At-Risk,Canada
696,Winter Acquisition Campaign 2024,12,,2021-04-02,2021-05-08,4688.84,Acquisition,All,Spain
697,BlackFriday Retention Campaign 2023,3,Hannah Matthews,2023-01-12,2023-02-07,583.0,Retention,All,South Africa
698,BlackFriday Retention Campaign 2023,11,Yvette House,2019-02-24,2019-03-21,6709.99,Retention,All,United States
699,Flash Brand Sale 2023,15,Mark Morgan,2024-02-04,2024-03-11,6050.15,Brand,New,United States
700,Spring Brand Drive 2024,10,,2024-02-25,2024-04-06,3299.11,Brand,VIP,France
701,Holiday Awareness Push 2021,5,,2020-04-08,2020-04-28,1741.8,Awareness,New,Egypt
702,NewYear Acquisition Promo 2024,12,Jeffrey Herring,2020-07-27,2020-09-12,2242.69,Acquisition,New,Mexico
703,Winter Acquisition Drive 2020,4,Stephanie Allen,2019-06-14,2019-07-04,7448.94,Acquisition,VIP,Brazil
704,Launch Awareness Campaign 2019,11,Yolanda Wallace,2020-05-19,2020-08-09,1095.42,Awareness,At-Risk,Global
705,Clearance Conversion Drive 2024,3,Debra Smith,2023-01-16,2023-03-11,4166.24,Conversion,All,Mexico
706,Spring Acquisition Sale 2024,14,Jessica Sanford,2023-06-18,2023-09-02,2419.37,Acquisition,Returning,Mexico
707,Prospecting Conversion Drive 2020,11,Carolyn Schultz,2020-02-08,2020-02-29,6408.7,Conversion,Churned,Australia
708,BlackFriday Awareness Drive 2023,12,Kimberly Jensen,2021-09-01,2021-11-10,3880.16,Awareness,New,Italy
709,  Loyalty Retention Push 2022  ,8,,2019-12-13,2020-01-19,10540.82,Retention,Returning,Philippines
710,Flash Brand Promo 2020,10,Yvette House,2019-11-15,2020-01-06,14860.55,Brand,Churned,United Kingdom
711,Clearance Conversion Drive 2023,3,Hunter Woods,2024-02-21,2024-04-05,8321.4,Conversion,At-Risk,Mexico
712,NewYear Brand Drive 2022,1,Carolyn Schultz,2024-03-25,2024-05-16,14809.37,Brand,All,South Africa
713,Prospecting Acquisition Drive 2022,9,Robert Massey,2019-07-10,2019-08-27,13515.18,Acquisition,All,Italy
714,Spring Retention Campaign 2020,12,Carolyn Schultz,2019-08-30,2019-09-28,6282.03,Retention,New,South Africa
715,Clearance Retention Push 2024,5,Hunter Woods,2021-08-01,2021-10-21,8690.28,Retention,Returning,Egypt
716,Retarget Acquisition Promo 2019,5,Isaiah Hall Jr.,2022-05-03,2022-06-26,4828.84,Acquisition,New,Philippines
717,Launch Acquisition Push 2021,7,Richard White,2023-04-17,2023-05-17,2286.45,Acquisition,VIP,United States
718,Launch Awareness Push 2020,13,James Smith,2019-12-24,2020-03-21,1380.11,Awareness,At-Risk,Australia
719,Clearance Conversion Push 2022,13,,2024-08-24,2024-10-22,5442.27,Conversion,Returning,Philippines
720,Spring Conversion Sale 2019,13,Derek Lowe,2023-05-30,2023-06-27,6189.85,Conversion,Returning,Brazil
721,Winter Conversion Promo 2023,15,Willie Bowers,2019-12-28,2020-03-17,4077.02,Conversion,Returning,Indonesia
722,Loyalty Awareness Campaign 2019,1,,2021-04-14,2021-05-12,4199.07,Awareness,All,Netherlands
723,Flash Acquisition Campaign 2020,1,,2023-01-08,2023-02-17,3810.92,Acquisition,VIP,United Kingdom
724,Flash Conversion Push 2022,10,,2019-08-08,2019-08-23,10268.51,Conversion,At-Risk,Japan
725,Summer Awareness Push 2024,11,Angela Chandler,2023-06-25,2023-07-11,1861.86,Awareness,New,Canada
726,Holiday Acquisition Promo 2021,10,Nicholas Gordon,2021-05-16,2021-06-17,6375.79,Acquisition,Churned,Indonesia
727,Spring Acquisition Promo 2019,3,Caitlin Edwards,2021-12-28,2022-03-04,11854.78,Acquisition,New,Canada
728,Flash Acquisition Sale 2022,10,Sandra Kim,2019-09-02,2019-09-14,6857.23,Acquisition,At-Risk,United States
729,Spring Brand Campaign 2020,15,Yolanda Wallace,2021-07-24,2021-08-04,3759.32,Brand,VIP,Spain
730,Winter Retention Campaign 2023,5,Caitlin Edwards,2024-06-17,2024-07-01,2050.62,Retention,At-Risk,Italy
731,Flash Acquisition Promo 2021,14,Sandra Ayala,2023-09-14,2023-11-27,9265.76,Acquisition,All,Egypt
732,Loyalty Awareness Promo 2024,1,Connie Costa,2023-05-23,2023-07-28,7386.41,Awareness,Returning,India
733,Winter Retention Campaign 2020,5,,2021-06-08,2021-08-08,1925.6,Retention,All,France
734,Retarget Acquisition Sale 2021,14,Sandra Ayala,2019-10-21,2019-11-22,1300.62,Acquisition,At-Risk,Germany
735,BlackFriday Brand Promo 2023,1,Chase Wolf,2022-07-15,2022-08-02,1561.88,Brand,At-Risk,Japan
736,Prospecting Acquisition Sale 2020,3,,2020-01-23,2020-03-14,2269.16,Acquisition,VIP,Japan
737,Clearance Acquisition Push 2020,2,Kevin Morris,2019-07-27,2019-10-02,3648.62,Acquisition,All,Spain
738,Clearance Conversion Campaign 2020,9,,2020-02-13,2020-02-24,9120.59,Conversion,At-Risk,India
739,Loyalty Conversion Promo 2020,13,Richard White,2021-05-07,2021-08-01,8089.44,Conversion,New,Mexico
740,Winter Retention Campaign 2023,15,,2020-07-08,2020-08-27,9875.45,Retention,New,South Africa
741,Summer Retention Sale 2022,9,Caitlin Edwards,2020-01-01,2020-03-11,7275.18,Retention,Churned,Indonesia
742,Spring Acquisition Promo 2021,10,Sandra Kim,2021-08-14,2021-09-13,13019.14,Acquisition,New,Australia
743,Holiday Brand Campaign 2023,5,,2023-08-12,2023-09-22,3661.66,Brand,VIP,Canada
744,Spring Retention Push 2019,13,John Lopez,2020-01-04,2020-02-24,1562.65,Retention,At-Risk,United Arab Emirates
745,Launch Acquisition Campaign 2021,13,Willie Bowers,2019-03-30,2019-05-08,2812.5,Acquisition,At-Risk,Philippines
746,Spring Awareness Promo 2023,13,Scott Taylor,2022-05-24,2022-07-07,20902.11,Awareness,Churned,Egypt
747,Flash Acquisition Push 2022,12,,2019-06-30,2019-09-16,2915.99,Acquisition,Churned,United Kingdom
748,Spring Retention Push 2022,5,Rebecca Simmons,2023-01-21,2023-03-24,33499.35,Retention,All,Mexico
749,,2,Charles Torres,2024-08-10,2024-07-05,2303.75,Awareness,Churned,United Arab Emirates
750,Clearance Conversion Promo 2022,11,Richard White,2020-12-31,2021-01-18,925.03,Conversion,At-Risk,Mexico
751,Loyalty Conversion Drive 2020,4,Lori Delgado,2022-10-16,2022-10-27,12370.72,Conversion,Churned,Brazil
752,Winter Brand Promo 2019,8,Eric Smith MD,2019-02-20,2019-04-22,7713.83,Brand,New,Japan
753,Prospecting Retention Sale 2019,8,Samuel Smith,2024-08-05,2024-09-09,2713.19,Retention,At-Risk,South Africa
754,BlackFriday Brand Promo 2022,15,Sandra Ayala,2019-01-26,2019-04-01,3374.48,Brand,New,Spain
755,Winter Retention Drive 2022,12,Nicholas Gordon,2023-09-08,2023-11-11,1653.6,Retention,All,Egypt
756,BlackFriday Retention Campaign 2023,15,Alexis Hale,2019-06-17,2019-08-22,1684.2,Retention,Returning,Spain
757,Flash Acquisition Drive 2019,13,Mary Rodriguez,2022-02-01,2022-02-16,885.14,Acquisition,VIP,Japan
758,Launch Awareness Promo 2023,15,,2023-08-12,2023-10-24,1381.23,Awareness,All,Indonesia
759,Summer Awareness Push 2019,10,Mark Morgan,2019-05-12,2019-07-18,10178.93,Awareness,All,Australia
760,Summer Awareness Drive 2022,10,Gloria Keller,2021-01-10,2021-02-28,8342.38,Awareness,New,Netherlands
761,Flash Brand Sale 2020,11,,2021-08-24,2021-09-30,20871.39,Brand,VIP,Italy
762,SUMMER RETENTION PROMO 2024,13,Tammy Bell,2023-09-15,2023-09-26,6924.69,Retention,Returning,Brazil
763,flash conversion drive 2022,8,Jessica Sanford,2019-01-06,2019-02-13,2929.15,Conversion,Returning,United States
764,Retarget Retention Campaign 2021,7,Hunter Woods,2020-07-14,2020-08-17,19981.89,Retention,New,Spain
765,Launch Awareness Push 2023,8,Richard White,2020-11-22,2020-12-22,11446.13,Awareness,At-Risk,Italy
766,Loyalty Retention Promo 2021,15,Jason Fletcher,2022-03-29,2022-04-15,8398.91,Retention,Churned,United States
767,CLEARANCE BRAND DRIVE 2020,13,,2021-06-11,2021-08-21,10921.37,Brand,At-Risk,United Arab Emirates
768,NewYear Brand Drive 2019,4,,2021-11-23,2021-12-05,8262.55,Brand,At-Risk,Nigeria
769,Loyalty Acquisition Campaign 2021,13,Sandra Ayala,2019-05-15,2019-06-29,17922.6,Acquisition,All,Australia
770,Prospecting Brand Drive 2021,12,Scott Taylor,2023-08-17,2023-10-27,2263.16,Brand,At-Risk,Spain
771,Retarget Conversion Promo 2019,1,,2021-12-25,2022-01-03,17359.83,Conversion,All,Global
772,Spring Brand Push 2022,5,Caitlin Edwards,2021-07-31,2021-08-22,6298.32,Brand,All,Netherlands
773,Retarget Conversion Drive 2021,1,Angel Kent,2022-08-11,2022-08-27,2184.94,Conversion,Churned,Spain
774,Summer Retention Campaign 2024,11,,2019-04-17,2019-05-20,1921.66,Retention,Returning,United Kingdom
775,Flash Awareness Push 2024,13,Willie Bowers,2019-01-15,2019-01-23,475.96,Awareness,At-Risk,India
776,Loyalty Brand Push 2024,13,Jason Fletcher,2022-11-16,2023-01-27,2412.56,Brand,Churned,Canada
777,Launch Brand Push 2024,11,Yolanda Wallace,2020-05-06,2020-05-28,3344.32,Brand,Churned,France
778,Holiday Conversion Push 2023,7,Kevin Morris,2019-02-21,2019-03-11,3374.8,Conversion,At-Risk,United States
779,BlackFriday Retention Drive 2023,9,Jon Thomas,2021-08-29,2021-09-26,4096.37,Retention,At-Risk,Philippines
780,Summer Acquisition Push 2020,5,Chase Wolf,2020-08-12,2020-11-02,6704.67,Acquisition,Churned,Brazil
781,Retarget Awareness Push 2021,15,Hannah Matthews,2020-09-27,2020-11-11,1164.3,Awareness,All,Global
782,Winter Awareness Promo 2020,10,James Smith,2019-03-29,2019-06-16,4006.81,Awareness,Churned,Italy
783,Flash Awareness Drive 2023,8,Richard White,2024-07-10,2024-07-25,1826.84,Awareness,Churned,United Arab Emirates
784,Clearance Brand Push 2022,14,Jeffrey Herring,2020-05-16,2020-07-09,1965.22,Brand,VIP,Indonesia
785,BlackFriday Acquisition Push 2024,9,Rachel Wright,2020-12-09,2021-02-19,9810.26,Acquisition,All,Mexico
786,Summer Acquisition Push 2023,11,Carolyn Schultz,2024-04-19,2024-05-05,1105.73,Acquisition,At-Risk,Saudi Arabia
787,Clearance Retention Drive 2019,2,Scott Taylor,2019-07-01,2019-07-08,37414.49,Retention,At-Risk,Global
788,Retarget Conversion Push 2019,7,Eric Smith MD,2024-05-04,2024-05-25,2510.23,Conversion,VIP,Global
789,Summer Brand Sale 2024,9,,2021-08-12,2021-11-10,5442.46,Brand,VIP,Philippines
790,Retarget Acquisition Drive 2022,15,Derek Lowe,2021-09-09,2021-10-28,858.37,Acquisition,New,India
791,Winter Awareness Campaign 2022,8,Anthony Rasmussen,2022-07-09,2022-09-30,1856.55,Awareness,Returning,Italy
792,Summer Conversion Campaign 2019,11,Donna Nelson,2021-08-14,2021-08-27,4125.09,Conversion,Returning,United States
793,Summer Brand Drive 2021,9,Stephanie Allen,2024-07-02,2024-07-17,2727.96,Brand,At-Risk,Australia
794,Launch Acquisition Push 2020,7,Eric Dodson Jr.,2019-10-25,2019-12-24,2940.1,Acquisition,Churned,Australia
795,BlackFriday Conversion Drive 2022,11,Hannah Matthews,2020-02-09,2020-02-19,1465.3,Conversion,All,United States
796,Launch Acquisition Drive 2021,8,Hunter Woods,2019-02-25,2019-05-17,9871.36,Acquisition,VIP,Philippines
797,Retarget Retention Promo 2022,3,Derek Lowe,2024-01-04,2024-01-20,4838.27,Retention,At-Risk,Saudi Arabia
798,Loyalty Retention Sale 2021,1,Elizabeth Hill,2022-03-28,2022-06-19,3747.67,Retention,At-Risk,Germany
799,Flash Retention Campaign 2024,3,,2020-05-25,2020-06-02,6388.77,Retention,Churned,United Kingdom
800,Summer Acquisition Push 2019,9,,2019-01-24,2019-02-15,1215.39,Acquisition,At-Risk,United Kingdom
801,Flash Acquisition Push 2023,11,,2019-08-22,2019-10-01,536.51,Acquisition,VIP,Mexico
802,Loyalty Conversion Campaign 2024,4,Stephanie Allen,2023-06-12,2023-09-10,12452.0,Conversion,Returning,Global
803,Launch Conversion Campaign 2020,5,Tammy Bell,2019-05-17,2019-05-24,23776.5,Conversion,New,Australia
804,Retarget Conversion Push 2019,1,Gloria Keller,2020-02-22,2020-03-20,19427.97,Conversion,All,Egypt
805,Loyalty Retention Sale 2019,4,Angela Dillon,2019-03-01,2019-03-19,4112.93,Retention,Returning,Brazil
806,,8,Richard White,2024-04-18,2024-07-04,1053.24,Conversion,VIP,Philippines
807,Prospecting Retention Sale 2023,8,Julie Clark,2024-01-11,2024-04-05,30305.28,Retention,At-Risk,Global
808,Summer Retention Push 2024,13,,2022-02-28,2022-04-13,7844.55,Retention,Returning,Spain
809,Prospecting Acquisition Promo 2024,6,Levi Stewart,2019-06-07,2019-07-29,9680.55,Acquisition,VIP,Brazil
810,BlackFriday Retention Drive 2020,12,Nicholas Gordon,2022-08-28,2022-09-14,5287.41,Retention,All,Saudi Arabia
811,NewYear Retention Promo 2021,14,Eric Smith MD,2019-03-27,2019-04-05,9684.73,Retention,Returning,Spain
812,Launch Conversion Drive 2023,14,Mark Harris,2019-03-05,2019-03-27,6907.01,Conversion,VIP,Philippines
813,Holiday Retention Drive 2023,8,Rachel Dickerson,2020-10-16,2020-11-27,1550.94,Retention,All,Spain
814,Holiday Acquisition Push 2022,7,Connie Costa,2021-05-17,2021-07-17,28144.39,Acquisition,New,Spain
815,LOYALTY RETENTION DRIVE 2023,7,Rebecca Simmons,2019-05-19,2019-07-17,2856.68,Retention,VIP,Philippines
816,NewYear Acquisition Drive 2020,2,Gloria Keller,2022-12-28,2023-03-17,435.58,Acquisition,At-Risk,Australia
817,BlackFriday Awareness Push 2024,3,Eric Dodson Jr.,2022-10-10,2022-12-23,4052.52,Awareness,At-Risk,Australia
