customer_id,first_name,last_name,email,age,gender,country,city,segment,signup_date,preferred_device
1368,Peggy,Gordon,peggy.gordon528@hotmail.com,55,Other,Philippines,North Brenda,At-Risk,2021-04-17,Mobile
1369,Brenda,Christian,brenda.christian712@yahoo.com,29,Female,Mexico,East Faith,Returning,2019-06-22,Mobile
1370,Connie,Cisneros,connie.cisneros974@gmail.com,21,Female,France,Port Erin,Returning,2019-11-05,Mobile
1371,JENNIFER,Holder,jennifer.holder596@hotmail.com,53,Male,United States,Sethberg,Returning,2021-01-12,Tablet
1372,  Michael  ,Chase,michael.chase96@yahoo.com,58,Other,India,Lake Kimfurt,Returning,2020-06-07,Mobile
1373,Wendy,Lawson,wendy.lawson651@gmail.com,44,Other,US,Davistown,Returning,2019-11-09,Tablet
1374,Monica,Payne,monica.payne367@gmail.com,26,Male,Spain,Davismouth,Returning,2020-01-07,Tablet
1375,Kenneth,Jones,kenneth.jones408@hotmail.com,46,Male,India,Michaelland,At-Risk,2020-01-28,Mobile
1376,Kelsey,Scott,kelsey.scott845@yahoo.com,23,Male,United Arab Emirates,Kathrynmouth,Returning,2022-11-25,Mobile
1377,Donald,Martinez,donald.martinez275@hotmail.com,22,Female,,Williamsport,Returning,2021-05-28,Mobile
1378,Melody,Stark,melody.stark346@gmail.com,35,Other,,Richardsonmouth,Returning,2021-03-29,Tablet
1379,Evelyn,Hunter,evelyn.hunter134@yahoo.com,18,Other,United Arab Emirates,New Tiffanyton,New,2023-06-12,Mobile
1380,John,Nicholson,john.nicholson808@gmail.com,35,Female,Brazil,Port Daniel,Churned,2021-04-03,Tablet
1381,Ashley,Nash,ashley.nash781@gmail.com,34,Male,USA,Sawyerland,Returning,2021-02-03,Desktop
1382,Taylor,Nichols,taylor.nichols102@yahoo.com,20,Other,India,North Henryville,Returning,2024-07-03,Mobile
1383,Sandra,Tate,sandra.tate17@gmail.com,47,Male,United Kingdom,Murphymouth,New,2021-01-20,Desktop
1384,Cassandra,Lewis,cassandra.lewis452@hotmail.com,36,Female,Netherlands,Wilsonmouth,Returning,2019-03-25,Desktop
1385,Eric,Harrison,eric.harrison982@hotmail.com,38,Female,Italy,West Ashley,Returning,2024-12-04,Desktop
1386,Kim,Brown,kim.brown706@yahoo.com,46,Male,Egypt,Irwinborough,Churned,2019-04-29,Tablet
1387,Miranda,Cisneros,miranda.cisneros310@hotmail.com,20,Male,Canada,Nelsonburgh,New,2019-07-03,Mobile
1388,Chad,Sullivan,chad.sullivan96@yahoo.com,39,Other,United Kingdom,Savagehaven,Returning,2020-04-14,Mobile
1389,Patricia,White,patricia.white257@gmail.com,61,Male,France,South Matthewport,Returning,2019-12-27,Mobile
1390,Michael,Barnes,michael.barnes681@yahoo.com,51,Other,united states,Lake Samuel,New,2024-06-22,Desktop
1391,Ashley,Morrow,ashley.morrow54@hotmail.com,36,Female,United Kingdom,North Jennifer,New,2022-06-21,Tablet
1392,Duane,Beck,duane.beck313@hotmail.com,20,Other,France,Alexismouth,At-Risk,2024-08-07,Tablet
1393,Victor,Stewart,victor.stewart774@hotmail.com,48,Male,Saudi Arabia,Bakertown,New,2024-12-05,Mobile
1394,SHERRY,Mathews,sherry.mathews672@hotmail.com,43,Male,US,Fowlershire,At-Risk,2019-08-02,Tablet
1395,JEFFERY,Werner,jeffery.werner98@yahoo.com,63,Male,Mexico,New Nicholas,VIP,2021-02-01,Desktop
1396,Stephanie,Bonilla,stephanie.bonilla489@hotmail.com,18,Male,Saudi Arabia,West Lisatown,Churned,2020-10-23,Desktop
1397,Kurt,Fuentes,kurt.fuentes608@gmail.com,24,Male,Nigeria,Banksmouth,New,2021-06-26,Tablet
1398,Michael,Clayton,michael.clayton697@yahoo.com,48,Female,United Kingdom,Danielburgh,At-Risk,2021-10-02,Desktop
1399,Nathan,Tran,nathan.tran9@gmail.com,26,Other,United States,Jameschester,At-Risk,2022-10-21,Mobile
1400,Jacqueline,Pace,jacqueline.pace837@gmail.com,27,Male,India,Port Maryland,VIP,2022-11-24,Mobile
1401,Christina,Jenkins,christina.jenkins711@yahoo.com,45,Male,Egypt,Lake Seanshire,Returning,2023-11-01,Mobile
1402,Elizabeth,Christian,elizabeth.christian73@gmail.com,26,Male,France,Port Shawn,New,2021-04-14,Mobile
1403,JAMES,Harrison,james.harrison92@gmail.com,36,Other,Saudi Arabia,Tammymouth,Returning,2021-06-23,Desktop
1404,Lori,Padilla,lori.padilla106@hotmail.com,37,Female,Spain,Smithstad,VIP,2023-09-10,Mobile
1405,William,Adams,william.adams903@hotmail.com,24,Female,Mexico,Kylechester,VIP,2023-01-15,Desktop
1406,adam,Stout,adam.stout392@gmail.com,32,Male,Brazil,North Ericstad,New,2024-01-17,Tablet
1407,April,Figueroa,april.figueroa694@yahoo.com,18,Male,France,Georgeshire,Returning,2024-12-15,Desktop
1408,John,Beltran,john.beltran544@gmail.com,36,Other,Egypt,Pooleshire,New,2021-07-29,Desktop
1409,Sheila,Myers,sheila.myers625@hotmail.com,18,Other,United Kingdom,South Rebecca,At-Risk,2022-02-07,Desktop
1410,Samuel,Garcia,samuel.garcia451@gmail.com,28,Female,South Africa,Lake Barbarafurt,Returning,2024-01-22,Tablet
1411,Courtney,Green,courtney.green219@hotmail.com,41,Other,Netherlands,West James,New,2019-07-24,Tablet
1412,Samuel,Fuller,samuel.fuller156@hotmail.com,39,Female,Philippines,North Christine,Returning,2022-04-06,Tablet
1413,Teresa,Armstrong,,30,Female,Australia,South Cynthia,New,2023-08-31,Desktop
1414,Jacob,Delgado,jacob.delgado89@gmail.com,33,Male,United Kingdom,Jamesbury,Returning,2023-05-11,Desktop
1415,Lindsay,Gray,lindsay.gray771@yahoo.com,39,Male,Canada,West Christopherberg,At-Risk,2022-10-06,Tablet
1416,Danielle,Riley,danielle.riley748@gmail.com,38,Female,Netherlands,South Saraville,VIP,2019-08-23,Mobile
1417,Justin,Kline,justin.kline987@gmail.com,41,Female,Philippines,South Meganborough,VIP,2021-05-06,Mobile
1418,Travis,Johnson,travis.johnson811@gmail.com,26,Male,Germany,Chungland,Returning,2020-04-05,Desktop
1419,Robert,Preston,robert.preston284@hotmail.com,37,Other,united states,Stokesburgh,Returning,2020-10-16,Desktop
1420,Rebecca,Keller,rebecca.keller255@hotmail.com,62,Other,Spain,North Theresastad,At-Risk,2021-11-26,Tablet
1421,Christina,Payne,,50,Other,Egypt,Saraborough,At-Risk,2022-08-20,Tablet
1422,Amanda,Holmes,amanda.holmes292@gmail.com,20,Other,Philippines,Port Michael,Returning,2024-05-22,Desktop
1423,Anthony,Taylor,anthony.taylor869@gmail.com,48,Other,Japan,West Joshua,New,2020-03-12,Mobile
1424,Christopher,Erickson,christopher.erickson211@hotmail.com,46,Other,Nigeria,Stuartfort,New,2021-08-13,Tablet
1425,Stacey,Nielsen,stacey.nielsen522@yahoo.com,36,Male,AUSTRALIA,East Gloria,At-Risk,2024-04-28,Tablet
1426,Juan,Long,juan.long402@hotmail.com,34,Female,Germany,Gabrielborough,New,2024-09-20,Tablet
1427,Tony,Andrade,tony.andrade56@yahoo.com,38,Male,U.K.,Lisaville,VIP,2022-08-23,Mobile
1428,Ruben,Bradley,ruben.bradley396@yahoo.com,50,Male,India,South Garyton,Returning,2024-09-30,Desktop
1429,Johnny,Ortiz,,51,Other,Italy,Raymondville,VIP,2020-01-30,Tablet
1430,Marcus,Gibbs,marcus.gibbs73@yahoo.com,34,Other,United States,North Jason,At-Risk,2021-03-25,Desktop
1431,Dustin,Edwards,dustin.edwards370@gmail.com,50,Female,Germany,Haleymouth,At-Risk,2020-04-13,Desktop
1432,Ashley,Morris,ashley.morris397@gmail.com,48,Other,United Arab Emirates,South Justinborough,New,2022-03-01,Mobile
1433,Dakota,Ramirez,dakota.ramirez375@hotmail.com,47,Other,United States,New Patriciachester,Churned,2023-02-03,Tablet
1434,Ryan,Li,ryan.li177@gmail.com,33,Female,Japan,North Leah,Returning,2021-12-28,Desktop
1435,Veronica,Fisher,veronica.fisher18@gmail.com,25,Other,Saudi Arabia,Jacksonmouth,New,2022-07-19,Desktop
1436,Joel,Smith,joel.smith15@gmail.com,25,Female,Spain,South Justinfurt,Returning,2019-03-23,Desktop
1437,Amanda,Rose,amanda.rose41@yahoo.com,41,Male,Germany,North Terrychester,Returning,2023-05-04,Mobile
1438,Joshua,Molina,joshua.molina519@yahoo.com,36,Female,Germany,New Kimfort,Returning,2022-09-03,Tablet
1439,Phillip,Horton,phillip.horton730@yahoo.com,48,Other,India,Allisonville,Returning,2024-01-22,Mobile
1440,Sharon,Garcia,sharon.garcia434@gmail.com,34,Other,united states,Port Alexville,Churned,2024-12-16,Mobile
1441,Michelle,Ramsey,michelle.ramsey85@gmail.com,33,Other,,North James,Returning,2024-05-30,Tablet
1442,Miguel,Leach,,34,Other,France,West Nicoleton,Returning,2019-08-31,Desktop
1443,Stacey,Jones,stacey.jones285@yahoo.com,28,Male,Italy,Nelsonburgh,Returning,2024-07-19,Mobile
1444,Brandy,Wilson,brandy.wilson81@yahoo.com,42,Other,France,Port Breanna,Returning,2024-02-06,Desktop
1445,Paula,Walsh,paula.walsh998@hotmail.com,46,Male,India,New Allisonshire,Returning,2021-11-13,Tablet
1446,Tracy,Ramirez,tracy.ramirez335@hotmail.com,26,Female,Brazil,Perezview,Churned,2023-08-06,Tablet
1447,Jennifer,Gomez,jennifer.gomez650@gmail.com,45,Other,Germany,Lake Christian,New,2024-10-30,Tablet
1448,Brian,Smith,brian.smith659@gmail.com,34,Male,United Kingdom,Cardenasborough,Returning,2021-12-04,Mobile
1449,Matthew,Cervantes,matthew.cervantes716@hotmail.com,27,Female,US,Kathleenport,New,2023-04-02,Tablet
1450,Diana,Abbott,diana.abbott977@gmail.com,42,Male,United Arab Emirates,East Sabrina,,2021-04-24,Desktop
1451,Shaun,Oliver,shaun.oliver251@gmail.com,24,Male,India,Lopezview,Returning,2021-07-15,Mobile
1452,Gina,Lynn,gina.lynn119@hotmail.com,33,Female,Germany,East Stevenville,,2023-06-21,Tablet
1453,John,Shannon,john.shannon624@gmail.com,28,Male,United States,Anthonyhaven,Churned,2021-09-18,Mobile
1454,Joseph,Mcintosh,,39,Other,United Kingdom,Ryanberg,New,2021-05-19,Tablet
1455,Ryan,Cook,ryan.cook759@yahoo.com,51,Male,Germany,Mitchellton,Returning,2022-11-22,Desktop
1456,Jessica,Henderson,jessica.henderson13@yahoo.com,30,Other,Japan,South Gregory,Returning,2020-08-27,Desktop
1457,Catherine,Stone,catherine.stone719@gmail.com,39,Male,,Lake Johnville,Churned,2020-04-26,Desktop
1458,Brian,Johnson,brian.johnson509@yahoo.com,35,Female,Egypt,North Amanda,New,2020-08-26,Tablet
1459,Nicole,Lyons,nicole.lyons530@yahoo.com,38,Other,Netherlands,Longbury,New,2023-05-28,Mobile
1460,Natasha,Adams,natasha.adams171@gmail.com,36,Female,Japan,Port James,Returning,2022-10-27,Desktop
1461,Janice,Roberts,janice.roberts768@gmail.com,43,Female,Germany,East Wesleyfort,At-Risk,2023-06-08,Tablet
1462,Melissa,Watts,melissa.watts908@gmail.com,29,Male,,Erinburgh,Returning,2020-02-15,Desktop
1463,Rachel,Thomas,rachel.thomas344@gmail.com,26,Female,United States,Pattersontown,New,2020-01-24,Mobile
1464,Joseph,Jones,joseph.jones537@hotmail.com,26,Male,India,New Michaelfort,New,2022-07-01,Mobile
1465,Tracy,Wright,tracy.wright730@gmail.com,18,Other,Nigeria,Port Andreport,Churned,2024-01-05,Tablet
1466,Alicia,Jackson,alicia.jackson79@gmail.com,21,Female,Australia,North Kevinmouth,Returning,2021-09-18,Mobile
1467,Jessica,Fritz,jessica.fritz524@yahoo.com,34,Female,Canada,Kingmouth,Returning,2019-01-30,Desktop
1468,Michael,Mckinney,michael.mckinney512@hotmail.com,32,Other,United States,Rodriguezhaven,At-Risk,2023-05-15,Desktop
1469,Andrew,Irwin,andrew.irwin377@gmail.com,39,Male,United States,West Tyler,New,2020-06-19,Mobile
1470,Joyce,Mcpherson,joyce.mcpherson792@yahoo.com,25,Male,South Africa,Lake Christopher,New,2024-07-10,Tablet
1471,Nicholas,Rodriguez,nicholas.rodriguez691@yahoo.com,38,Other,,Archerhaven,Churned,2020-01-19,Desktop
1472,Renee,Bailey,,51,Other,United Kingdom,Lawrenceview,At-Risk,2020-11-08,Tablet
1473,blake,Meyer,blake.meyer3@yahoo.com,39,Male,United States,South Laurashire,Returning,2024-10-22,Desktop
1474,Laura,Roberts,laura.roberts251@gmail.com,33,Male,Spain,Hoberg,Churned,2021-10-18,Mobile
1475,Edward,Levy,edward.levy373@hotmail.com,34,Female,Canada,West Tommy,New,2019-05-22,Desktop
1476,Kenneth,Chavez,kenneth.chavez184@gmail.com,38,Male,Germany,Margaretville,Returning,2019-04-27,Tablet
1477,KEVIN,Jordan,kevin.jordan823@hotmail.com,21,Other,Japan,North Johnstad,New,2024-04-09,Tablet
1478,Kristen,Shaw,kristen.shaw672@hotmail.com,37,Female,Canada,North Jennifer,Returning,2019-11-09,Desktop
1479,Jessica,Reynolds,jessica.reynolds330@gmail.com,43,Male,Mexico,Jefferyfort,New,2024-08-06,Mobile
1480,John,Gregory,john.gregory938@yahoo.com,45,Other,India,Rossville,New,2024-05-10,Mobile
1481,Samantha,Harper,samantha.harper278@gmail.com,20,Male,united states,Sheltonmouth,New,2023-10-29,Tablet
1482,Donald,Saunders,donald.saunders382@yahoo.com,18,Male,Philippines,South Angela,Churned,2020-10-21,Tablet
1483,CHRISTOPHER,Knight,christopher.knight690@hotmail.com,31,Male,United Kingdom,Gardnerfurt,Returning,2023-09-11,Desktop
1484,Martha,Davis,martha.davis229@hotmail.com,34,Other,Philippines,Bensonhaven,New,2024-08-10,Desktop
1485,Jennifer,Mcdonald,jennifer.mcdonald977@yahoo.com,31,Female,Indonesia,Fisherchester,Returning,2021-10-07,Desktop
1486,Rita,Johnson,rita.johnson899@yahoo.com,39,Female,Spain,Port Donaldport,Returning,2023-09-20,Mobile
1487,Betty,Watson,betty.watson793@hotmail.com,21,Female,  United States  ,Brianfurt,Churned,2019-10-03,Mobile
1488,Elizabeth,Ford,elizabeth.ford89@hotmail.com,41,Other,Saudi Arabia,Combsland,At-Risk,2019-04-30,Mobile
1489,Maria,Santos,maria.santos9@yahoo.com,50,Female,United States,Port Kellyfort,Returning,2023-02-22,Desktop
1490,Michelle,Martinez,michelle.martinez299@hotmail.com,41,Other,CANADA,Lake Jamieberg,Returning,2022-05-16,Mobile
1491,Tammy,Taylor,tammy.taylor758@hotmail.com,24,Other,Brazil,West Courtney,At-Risk,2023-04-25,Desktop
1492,Sharon,Shaffer,sharon.shaffer476@hotmail.com,31,Female,Germany,North Carlos,New,2019-12-02,Tablet
1493,Nichole,Meyer,nichole.meyer996@gmail.com,28,Female,  Canada  ,North Thomas,Returning,2023-12-30,Desktop
1494,Scott,Brown,scott.brown751@gmail.com,27,Other,Brazil,Richardburgh,VIP,2023-12-03,Desktop
1495,Meagan,Payne,meagan.payne155@hotmail.com,49,Male,UK,Villarrealville,Returning,2021-08-05,Mobile
1496,Daisy,Lopez,daisy.lopez25@hotmail.com,30,Male,Spain,East William,New,2023-03-13,Tablet
1497,James,Castillo,james.castillo355@yahoo.com,51,Other,United States,New Trevorview,VIP,2021-05-07,Tablet
1498,Heidi,Rodriguez,heidi.rodriguez899@yahoo.com,22,Male,Canada,Hernandezport,New,2021-09-28,Mobile
1499,Anne,Smith,anne.smith2@yahoo.com,19,Other,Germany,Lake Debramouth,New,2019-04-04,Mobile
1500,Rebecca,Estes,rebecca.estes870@yahoo.com,43,Other,United States,Hillburgh,New,2021-02-22,Tablet
1501,Melissa,Gordon,melissa.gordon315@yahoo.com,35,Male,United States,Palmerburgh,Returning,2022-12-08,Desktop
1502,Michael,Ball,michael.ball543@yahoo.com,33,Male,Saudi Arabia,Espinozaberg,New,2020-09-01,Mobile
1503,Kathryn,Turner,kathryn.turner504@yahoo.com,39,Male,Nigeria,Port Deannafurt,Returning,2024-10-09,Desktop
1504,Catherine,White,catherine.white729@hotmail.com,55,Female,India,Davidmouth,New,2022-07-14,Desktop
1505,Beverly,Silva,beverly.silva45@yahoo.com,22,Male,Egypt,North Anthonyburgh,Returning,2020-05-22,Tablet
1506,Elizabeth,Porter,elizabeth.porter423@hotmail.com,18,Other,Philippines,Morrisbury,VIP,2024-11-20,Mobile
1507,Lindsey,Oconnor,lindsey.oconnor470@gmail.com,47,Other,United States,East Jessicafurt,New,2023-07-14,Desktop
1508,Robert,Brown,robert.brown595@hotmail.com,38,Male,Australia,Dannyland,New,2021-08-25,Tablet
1509,Nicholas,Welch,nicholas.welch137@gmail.com,39,Other,FRANCE,West Daniel,Returning,2021-09-11,Mobile
1510,Dean,Walsh,dean.walsh77@hotmail.com,38,Other,Philippines,East Johnny,Returning,2021-08-16,Tablet
1511,Justin,Harris,justin.harris64@gmail.com,18,Female,South Africa,Cervantesborough,Returning,2019-07-08,Tablet
1512,Andrew,Moyer,andrew.moyer988@gmail.com,34,Male,Egypt,North Lisa,At-Risk,2024-05-11,Desktop
1513,Michael,Russell,,26,Female,Netherlands,West Jacobhaven,Returning,2021-12-23,Mobile
1514,Marisa,Hudson,,18,Female,Spain,Michaelside,Churned,2024-02-13,Tablet
1515,Laurie,Gonzales,laurie.gonzales852@hotmail.com,52,Other,Italy,Sawyershire,At-Risk,2019-06-21,Mobile
1516,Kimberly,Evans,kimberly.evans326@gmail.com,44,Female,France,Hallside,New,2020-12-26,Mobile
1517,Jeffrey,Shepard,jeffrey.shepard240@yahoo.com,56,Male,Australia,Warnerland,VIP,2024-03-26,Desktop
1518,Eric,Roberts,eric.roberts140@hotmail.com,24,Other,Germany,Port April,Returning,2022-09-01,Desktop
1519,Larry,Montgomery,,43,Male,India,New Thomasview,New,2022-12-02,Desktop
1520,Antonio,Fisher,antonio.fisher461@gmail.com,27,Female,Canada,Pamelaton,VIP,2019-11-02,Mobile
1521,Amy,Gross,amy.gross417@hotmail.com,18,Male,Philippines,East Trevorshire,VIP,2024-06-04,Tablet
1522,Jacqueline,Cannon,jacqueline.cannon367@gmail.com,34,Male,Philippines,Tinachester,Returning,2022-08-03,Mobile
1523,Cheyenne,Miller,cheyenne.miller316@hotmail.com,47,Female,,Pottsview,VIP,2023-05-04,Mobile
1524,Dalton,Crawford,dalton.crawford873@gmail.com,35,Male,United Kingdom,Ryanport,Returning,2023-09-09,Desktop
1525,Nancy,Perez,,32,Other,United States,Port Kimberlyborough,New,2022-03-16,Mobile
1526,Michelle,Fleming,michelle.fleming847@hotmail.com,31,Other,Indonesia,New Timothyfurt,New,2023-08-05,Tablet
1527,Heather,Jordan,heather.jordan618@yahoo.com,47,Male,India,North Samuel,New,2024-05-19,Desktop
1528,Toni,Richardson,toni.richardson856@gmail.com,41,Female,United Arab Emirates,Samuelton,Returning,2020-06-05,Desktop
1529,Christopher,Smith,christopher.smith94@yahoo.com,46,Other,Indonesia,Port Alexisbury,Returning,2023-11-16,Desktop
1530,Chase,Martinez,chase.martinez992@gmail.com,45,Female,Germany,Bradleystad,Returning,2022-08-12,Mobile
1531,Pamela,Bolton,pamela.bolton526@gmail.com,31,Male,Italy,Mendozaville,Returning,2022-12-09,Tablet
1532,Charles,Mays,charles.mays307@gmail.com,26,Female,France,Thorntonstad,Returning,2024-05-20,Desktop
1533,Michele,Wallace,michele.wallace32@yahoo.com,31,Female,Nigeria,Kimberlyport,New,2024-03-18,Mobile
1534,John,Orozco,john.orozco570@yahoo.com,46,Other,Spain,North Michaelchester,At-Risk,2023-03-26,Tablet
1535,Christy,Ramirez,christy.ramirez256@gmail.com,32,Male,United States,Port Theresa,VIP,2020-05-20,Mobile
1536,Judy,Clark,judy.clark105@yahoo.com,20,Male,India,North Tiffany,Returning,2023-03-11,Desktop
1537,Debra,Chavez,debra.chavez13@gmail.com,29,Male,united states,South Maryview,Returning,2020-09-01,Desktop
1538,Patrick,Wilcox,patrick.wilcox134@gmail.com,28,Male,India,West Melissafurt,At-Risk,2021-12-21,Mobile
1539,Michelle,Cruz,michelle.cruz382@gmail.com,27,Other,Philippines,East Nicolas,VIP,2022-12-16,Tablet
1540,Amanda,Guerrero,amanda.guerrero961@gmail.com,58,Other,saudi arabia,Sharonmouth,Returning,2024-07-14,Desktop
1541,Rebecca,Patrick,rebecca.patrick597@hotmail.com,28,Other,Canada,Port Anthony,Returning,2023-05-10,Mobile
1542,Christy,Glenn,christy.glenn940@hotmail.com,40,Male,India,Port Danielfurt,Returning,2024-09-17,Desktop
1543,Sarah,Mitchell,sarah.mitchell67@hotmail.com,31,Male,Brazil,Colemanshire,Churned,2023-08-12,Tablet
1544,Jordan,Horne,jordan.horne455@yahoo.com,22,Male,United Arab Emirates,East Rebecca,Churned,2020-09-07,Desktop
1545,Felicia,Hill,felicia.hill927@gmail.com,42,Female,United Kingdom,Matthewfurt,VIP,2019-03-26,Desktop
1546,Joshua,Adams,joshua.adams44@yahoo.com,53,Female,Brazil,North Kurtmouth,Returning,2024-01-06,Desktop
1547,Melanie,Wallace,,73,Other,Germany,Smithton,Returning,2024-10-17,Mobile
1548,Timothy,Richard,timothy.richard842@gmail.com,22,Other,United Kingdom,Brownland,At-Risk,2020-08-28,Mobile
1549,Cheryl,Edwards,,59,Male,France,Whiteview,New,2020-07-22,Mobile
1550,Troy,Perez,troy.perez700@gmail.com,26,Female,India,Port Christine,Returning,2019-04-19,Desktop
1551,Danny,Johnson,danny.johnson363@hotmail.com,18,Male,UAE,Rileyton,New,2022-04-27,Desktop
1552,Jeremy,Lynn,jeremy.lynn282@yahoo.com,36,Female,Australia,Allenstad,Returning,2022-03-30,Mobile
1553,Bradley,Young,bradley.young905@gmail.com,55,Male,Australia,New Scotthaven,New,2019-06-19,Desktop
1554,James,Hudson,james.hudson629@hotmail.com,40,Other,Indonesia,Joneschester,Returning,2024-04-02,Tablet
1555,Douglas,Nguyen,,19,Other,Australia,Theresastad,Returning,2021-10-28,Mobile
1556,Teresa,Howell,teresa.howell511@gmail.com,43,Female,US,Bradleyberg,New,2024-06-20,Tablet
1557,Anthony,Lynch,anthony.lynch491@yahoo.com,30,Male,Britain,Shelbyfurt,Returning,2023-12-26,Desktop
1558,Antonio,Barber,antonio.barber287@yahoo.com,43,Female,Spain,North Susanbury,New,2022-05-23,Desktop
1559,Whitney,Mccoy,whitney.mccoy430@hotmail.com,24,Male,United States,Ryanville,New,2024-02-01,Tablet
1560,Allison,Williams,allison.williams906@yahoo.com,38,Other,Italy,Stewartborough,New,2024-01-06,Desktop
1561,Kelly,Sanchez,kelly.sanchez646@gmail.com,35,Other,NETHERLANDS,Jerrymouth,New,2023-06-28,Desktop
1562,Darrell,Allen,darrell.allen392@hotmail.com,29,Other,France,Coxstad,New,2022-05-12,Mobile
1563,Charles,Cox,charles.cox492@yahoo.com,62,Other,Brazil,South Kristie,Returning,2020-05-18,Mobile
1564,Maria,Hatfield,maria.hatfield353@hotmail.com,18,Other,Canada,Port Regina,New,2023-01-16,Tablet
1565,Elizabeth,Jacobs,elizabeth.jacobs330@yahoo.com,26,Female,Spain,Leeland,Churned,2021-06-14,Mobile
1566,William,Hernandez,william.hernandez185@yahoo.com,32,Male,Philippines,East Nancy,At-Risk,2019-02-03,Mobile
1567,David,Baker,david.baker612@hotmail.com,55,Male,Canada,Newtonberg,Returning,2024-03-19,Desktop
1568,Mary,Johnson,mary.johnson918@gmail.com,45,Female,Australia,East Zacharyhaven,Returning,2024-07-05,Desktop
1569,Rebecca,Gomez,rebecca.gomez829@yahoo.com,26,Female,Canada,Lake Kelly,Churned,2021-01-07,Tablet
1570,Mallory,Rogers,mallory.rogers367@hotmail.com,47,Other,,Lake Brandonstad,Returning,2024-09-12,Desktop
1571,Renee,Mccoy,renee.mccoy998@hotmail.com,38,Male,India,Robertsfort,New,2023-03-14,Desktop
1572,Jessica,Cummings,jessica.cummings254@hotmail.com,45,Other,Germany,East Paulashire,At-Risk,2022-07-23,Desktop
1573,Emily,Chavez,emily.chavez273@yahoo.com,44,Other,U.S.A.,Thompsonshire,New,2020-09-03,Tablet
1574,Kendra,Hall,,69,Male,Philippines,Brandonhaven,Returning,2024-05-19,Tablet
1575,Bethany,Anthony,bethany.anthony867@yahoo.com,27,Female,Japan,Marcusmouth,Churned,2023-07-18,Mobile
1576,Stephanie,Williams,,38,Male,,South April,New,2022-06-14,Desktop
1577,Christina,Garcia,christina.garcia243@yahoo.com,53,Other,FRANCE,North Keith,At-Risk,2021-12-02,Mobile
1578,Jeffrey,Jackson,jeffrey.jackson826@yahoo.com,41,Other,Mexico,East Elizabethberg,At-Risk,2019-07-30,Tablet
1579,Andrea,Romero,andrea.romero368@gmail.com,24,Other,Canada,New Rachelside,New,2022-03-24,Desktop
1580,James,Freeman,james.freeman721@gmail.com,39,Other,South Africa,Jamesshire,VIP,2021-07-23,Mobile
1581,Sean,Martinez,sean.martinez971@yahoo.com,21,Other,United Kingdom,Samanthaville,VIP,2021-08-31,Tablet
1582,Ryan,Baker,ryan.baker146@gmail.com,48,Other,Australia,Jessicaville,New,2024-10-22,Desktop
1583,Linda,Garner,linda.garner857@gmail.com,30,Female,Canada,West Ericmouth,Returning,2020-08-27,Tablet
1584,Crystal,Hunt,crystal.hunt317@gmail.com,37,Male,United States,Patriciaton,Churned,2021-08-07,Mobile
1585,Sarah,Bauer,sarah.bauer39@yahoo.com,31,Male,UK,Port Angela,VIP,2024-01-10,Desktop
1586,Connie,Avery,connie.avery239@hotmail.com,32,Other,France,East Derrickfurt,Returning,2024-03-25,Desktop
1587,Jeffrey,Gonzalez,,51,Other,Nigeria,South Lisa,New,2023-05-27,Mobile
1588,Justin,Gonzalez,justin.gonzalez1@gmail.com,33,Female,India,North Ryan,Churned,2021-12-11,Tablet
1589,Cheryl,Mckinney,cheryl.mckinney207@gmail.com,49,Male,United States,Wattsfurt,Churned,2022-10-14,Mobile
1590,Jimmy,Bailey,jimmy.bailey735@hotmail.com,31,Male,Egypt,West Mary,Churned,2024-04-01,Mobile
1591,elizabeth,Henry,elizabeth.henry61@hotmail.com,22,Male,Saudi Arabia,Harperside,New,2021-11-19,Desktop
1592,Colin,Rodriguez,colin.rodriguez601@yahoo.com,53,Other,Germany,Montesmouth,VIP,2020-06-26,Desktop
1593,Roger,Thompson,roger.thompson793@yahoo.com,43,Male,Egypt,West Heidiberg,New,2023-08-23,Tablet
1594,Timothy,Ballard,timothy.ballard882@yahoo.com,28,Female,Germany,Mcdanieltown,New,2020-09-29,Desktop
1595,William,Wu,william.wu383@yahoo.com,52,Other,Indonesia,New Kelseyview,Returning,2023-01-18,Tablet
1596,Robert,Lamb,robert.lamb406@yahoo.com,46,Other,SPAIN,Greenton,Returning,2020-08-10,Desktop
1597,Jessica,Morgan,jessica.morgan345@gmail.com,33,Female,Philippines,Sethbury,New,2022-06-08,Mobile
1598,Garrett,Harris,garrett.harris140@hotmail.com,38,Male,Canada,New Cherylberg,VIP,2022-08-18,Tablet
1599,Andrew,Bowen,andrew.bowen972@yahoo.com,54,Female,France,Port Janetstad,VIP,2023-08-08,Tablet
1600,Angela,Pena,angela.pena984@hotmail.com,18,Female,United Kingdom,West Amanda,New,2024-11-28,Tablet
1601,Mary,Foster,,33,Male,united states,West Laurie,Returning,2024-06-18,Tablet
1602,Martin,Lewis,martin.lewis992@hotmail.com,18,Other,France,North Barry,New,2019-02-13,Tablet
1603,Shelby,Garcia,shelby.garcia911@yahoo.com,47,Other,United States,Williamsport,Returning,2020-10-22,Mobile
1604,Jerry,Barton,jerry.barton229@gmail.com,38,Other,Mexico,West Karenfurt,Returning,2022-12-06,Tablet
1605,David,Yang,david.yang835@yahoo.com,27,Male,India,North Charleschester,New,2019-02-14,Mobile
